excerpt_id,id,sentiment_label,confidence,label_method,sample_weight,sittingDate,title,speaker,segment_no,speech_text
ANN_0249,ST4255,NEUTRAL,HIGH,,0.9,13-01-2026,AED Installation in New Estates Such as Tengah,Ms Sim Ann,2,"Sir, prior to installing Automated External Defibrillators (AEDs) in new estates, the Singapore Civil Defence Force (SCDF) would need to ensure that the relevant infrastructural and security works are completed. This includes having closed-circuit televisions (CCTVs) in the vicinity to deter AED theft. Twenty-nine AEDs have been installed in Tengah estate to date; 11 more will be installed by February 2026. This will cover about 70% of the Housing and Development Board (HDB) blocks in Tengah where residents have already moved in. Installation will continue in 2026. To equip residents with fire safety knowledge and life-saving skills, SCDF organises community emergency preparedness events, such as Community Resilience Days and MyNiceHome roadshows, in partnership with the People's Association and HDB. Several of these events have already been held in Tengah in recent months."
ANN_0432,ST6852,CAUTIOUS,MEDIUM,,0.7,27-02-2026,Clarification by Senior Minister of State for Health,Dr Koh Poh Koon,2,"The third question on whether we will support any studies to measure the outcomes, like I said, these resources were just started in recent years . We will see over time how we can collect data and then, analyse the impact of some of these interventions we put in the public domain, to make sure that we have a better insight on how to enhance them."
ANN_0516,ST566,NEUTRAL,HIGH,,0.9,23-09-2025,Deploying AI for Audit Checks and Monitoring of Government Agencies' Contract Management and Procurement,Mr Xie Yao Quan,1,"asked the Prime Minister and Minister for Finance (a) whether the Auditor-General's Office will consider deploying artificial intelligence (AI) to strengthen and expand its checks on Ministries and Government agencies in the area of contract management and procurement; (b) whether the AI capability can be deployed across Ministries and Government agencies to strengthen their contract management and procurement; and (c) if so, what are the timelines for implementation."
ANN_0411,ST1311,NEUTRAL,HIGH,,0.9,25-09-2025,Verifying Individuals' Criminal Records with Government,Mr K Shanmugam,2,"Individuals with criminal records may check if their records have been rendered spent through the Police e-service mentioned by the Member. Applicants for licences issued by the Police are not evaluated solely on their criminal record, or lack thereof. Every application is assessed on its own merits, considering all relevant facts and circumstances that exist at the time of the application. For Security Officer licences, this includes criteria, such as whether the applicant is an undischarged bankrupt or has been involved in unlawful activities."
ANN_0298,ST5051,NEUTRAL,HIGH,,0.9,03-02-2026,Error Rate in Sex-sorting Process for Mosquitoes in Project Wolbachia and Process to Ensure These Mosquitoes Lack Physiological Capability to Bite Humans,Mr Gerald Giam Yean Song,1,asked the Minister for Sustainability and the Environment (a) how many reports of biting by male Wolbachia mosquitoes have been received since 2024; (b) what is the current error rate for the sex-sorting process for Project Wolbachia; and (c) what scientific evidence ensures that these released male mosquitoes lack the physiological capability to bite or draw blood from humans.
ANN_0472,ST2661,NEUTRAL,HIGH,,0.9,04-11-2025,Update on Police Efforts to Tackle Bullying and Assault Incidents Outside Temples along Waterloo Mall,Ms Sim Ann,2,"Sir, the Singapore Police Force (SPF) conducts regular patrols in the vicinity of the temples along Waterloo Street, especially during high congregation periods such as religious festivals. If they come across cases of bullying or assault, they will take action accordingly. The SPF has also participated in joint operations with agencies like the Singapore Land Authority (SLA) and Singapore Food Agency. The Ministry of Culture, Community and Youth, and the Ministry of Social and Family Development (MSF) are also involved when there are incidents involving charitable organisations or vulnerable individuals. The regular presence of these agencies in the area has helped to largely maintain order in the area."
ANN_0106,ST5969,POSITIVE,MEDIUM,,0.7,24-02-2026,Debate on Annual Budget Statement,Prof Kenneth Poon,23,"Mr Deputy Speaker, I would like to begin by expressing my appreciation for the measures announced in this year’s Budget. Important steps have been taken to support Singaporeans through ongoing global uncertainties while continuing to invest in our long-term economic resilience and social well-being. I support this Budget and its emphasis on strengthening opportunities, supporting families and enabling Singaporeans at different life stages to progress with confidence. My remarks today are, therefore, offered in the spirit of constructive support. As we consider the spirit of a “we first” society, it may be useful to examine not only what support is provided but how policy initiatives shape the capacity of Singaporeans to participate meaningfully in shared institutions, such as schools, workplaces and community networks across the life course. Research in human development suggests that positive long-term outcomes are influenced not only by access to programmes, but by the extent to which individuals remain embedded in common social institutions through key transitions in life, such as entry into post-secondary education and employment. From this perspective, I would like to offer four questions that may serve as a lens for considering how initiatives within this Budget strengthen Singapore’s social foundations over time. First, does the initiative enable participation in common social life or does it primarily deliver services within specialised settings? While specialised supports are often necessary for competence-building and protection, their long-term effectiveness depends on whether they ultimately scaffold participation in everyday life. The question, therefore, is not whether specialised supports are needed, but how they connect individuals back into common settings over time. Second, do our institutional arrangements connect people across life domains or do they channel them into separate tracks? Life course research suggests that systems which bridge education, employment, healthcare and family life are more often able to sustain continuity in developmental pathways. In contrast, fragmented or categorised service structures may inadvertently introduce discontinuities that may constrain participation or mobility across transitions. Third, how is responsibility distributed across society? Many policies provide valuable programmes, but the coordination of care, the navigation of services and the sustaining of participation are often undertaken by families or professionals. An approach that places disproportionate reliance on a single individual increases the likelihood of cumulative strain and, over time, heightens the risk of stress and burn-out. Correspondingly, it is important to consider whether those involved are adequately supported. Finally, are communities enabled to act as responsible partners with a meaningful voice in shaping the institutions in which they participate in or are they positioned mainly as beneficiaries? Evidence from co-production and community development suggests that outcomes are strengthened when families and communities are engaged, not only as recipients of services but as partners in institutional design and delivery, thereby supporting sustained engagement and reducing risks of disengagement over time. Taken together, these questions invite us to consider how policy investments can influence participation trajectories over life stages and particularly at transition points. So, I will consider this across four areas: firstly, persons with disabilities and their caregivers; secondly, vulnerable young children; thirdly, youth development and fourthly, families navigating complex needs. First, people with disabilities. I welcome the continued support in this Budget for persons with disabilities and their caregivers, including the top-up to the Long-Term Care Support Fund and the planned expansion of Day Activity Centre (DAC) capacity. For many families, one of the most significant transitions occurs when their child exits the formal education system at about 18 years of age. This transition often entails a loss of structured routines, peer networks and community participation, while families navigate a new landscape of adult services. As the capacity of DACs expands, it may be helpful to consider how transition pathways connect individuals across education, employment and community life. Anchoring transition supports within community-based employment partnerships, shared-use facilities or neighbourhood organisations can help ensure that the specialised supports continue to scaffold participation in everyday institutional life over time. Next, vulnerable young children. The Budget continues to strengthen affordability and access to the preschool sector, and these are important steps at ensuring no child is left behind. At the same time, developmental vulnerability is often closely intertwined with family stressors, such as housing instability or caregiver fatigue. In this regard, we may wish to consider how our resourcing for programmes in early childhood connects families across domains of daily life. Strengthening linkages between preschools and services that support families may enable caregivers, not only to access programmes, but to sustain the support of their child or children's development within the home and community environments in which the children spend most of their time. On youth development, this Budget makes important investments in traineeships, skills development and employment pathways. From a developmental perspective, youth transitions are not only about access to opportunity but about participation in the institutions and communities they will inherit. Platforms, such as Youth Panels, may therefore be understood not only as consultative mechanisms but as opportunities for co-production that can strengthen engagement, persistence and alignment between institutions and the developmental needs of young persons. Finally, on strengthening families. Recent enhancements in parental leave, housing support and healthcare initiatives are significant steps towards reducing financial strain and enabling family stability. Families often serve as primary coordinators across education, employment, healthcare and community systems, particularly during transitions, such as school-to-work or caregiving. Policies that empower families, not only as recipients of services, but as partners in navigating institutional supports can help sustain participation and reduce discontinuities between transitions. Mr Deputy Speaker, this Budget helps to shape the conditions under which Singaporeans remain connected to one another across schools, workplaces, families and neighbourhoods. When our investments enable individuals to remain embedded in shared institutions across life stages, they strengthen not only individual outcomes but our collective capacity to act in times of uncertainty and change. In that sense, the effectiveness of this Budget lies not only in terms of the opportunities it creates but in the extent to which it enables Singaporeans to participate, contribute and remain connected over time. This way, it lays the foundation for a ""we first"" society grounded in shared responsibility and common purpose. And for these reasons, I support the Budget."
ANN_0354,ST4248,CAUTIOUS,MEDIUM,,0.7,13-01-2026,Aligning Silver Support Scheme's Monthly Income Threshold with Local Qualifying Salary Quantum ,Mr Abdul Muhaimin Abdul Malik,8,"Thank you, Mr Speaker. I understand that the LQS and the Silver Support Scheme are two different schemes. But given that there is a progressive increase from $1,400 to $1,600 since July 2024 for LQS, whether the Ministry has assessed how seniors whose wages were adjusted by employers to meet the LQS, have consequently been pushed into the lower Silver Support tier. This is mostly for those elderly who are staying alone in their own household. My second question is: how many Silver Support recipients have moved from the higher tier to a lower tier, since the LQS increase to $1,600?"
ANN_0487,ST899,CAUTIOUS,LOW,,0.4,24-09-2025,Assessing G20 Nations' Gold Reserves Increase and Implications for Singapore's Reserve Management Strategy,Assoc Prof Jamus Jerome Lim,1,asked the Prime Minister and Minister for Finance (a) what assessments have been made of G20 nations' recent increases in gold reserves as a percentage of total reserves; (b) whether any review has evaluated implications for our reserve management strategy; and (c) what factors will trigger a reconsideration of our current gold allocation.
ANN_0273,ST140,CAUTIOUS,HIGH,,0.9,22-09-2025,President's Speech,Mr Kenneth Tiong Boon Kiat,14,"I thank Deputy Prime Minister Gan for his speech. I have three clarifications. First, the Deputy Prime Minister said there was a 5% above-trend growth scenario, which was going to be driven by high-growth sectors. What is the composition of reskilled labour and new labour input? If the Deputy Prime Minister has those assumptions driving the model? My second question is, there has been an increasing number of AI labs setting up here, like Mistral and Google. I understand that they have been accorded incentives. What are the report cards for these incentives accorded to them? The third question, given that both Ministers have mentioned space, is that I noticed there is no space agency here. I would like to ask if that is in the works."
ANN_0120,ST6159,POSITIVE,MEDIUM,,0.7,25-02-2026,Debate on Annual Budget Statement,Assoc Prof Kenneth Goh,28,"Mr Deputy Speaker, thank you for this opportunity. We are operating in a world that is more fragmented, less predictable, in a world where small missteps now carry larger consequences. If we misallocate capital, recovery is slower. If we delay reform, the competitive gap widens. If we neglect skills, the deficit compounds and if fractures emerge within society, they may take years, even generations, to repair. For small states, there is less room for error. Survival depends on foresight, adaptability and unity of purpose. Allow me to frame my remarks to Budget 2026 around two themes: capability and cohesion. First, on capability. Budget 2026 rightly accelerates Singapore's push in AI and other strategic capabilities. The support for business transformation through enhanced enterprise schemes and AI adoption incentives is timely and necessary. But transformation is not merely about investing in new technology. It is also about redesigning processes: how work is done, who does it, with what tools and to what effect. Redesigning processes ultimately involves people. It is people who interpret signals, exercise judgement and bear responsibility. While technology may drive new processes, it is people in the organisation determine the pace of change. If work flows evolve but mindsets do not, progress stalls and competitors move ahead. Adaptation is ultimately a human challenge. So, just as we supercharge our AI strategy to enable firms to adapt, we must ensure that we are preparing people to adapt at the same pace. If we want transformation to be fast, we must also prepare people to be adaptable. And that is why support for SkillsFuture and adult learning is critical. The merger of SkillsFuture Singapore and Workforce Singapore is significant because it brings training and job placement under one roof so that upgrading skills connects more directly to employment. Otherwise, firms will still adapt but they will do so by sourcing talent elsewhere and Singaporeans will risk being left behind. So, just as we reskill adult workers in the short term, we must also invest in the longer-term development of our youths. And that brings me to education. AI will not simply change jobs. It will change how we value skills. When information is instantly accessible and machines can generate high-quality work at scale, speed and recall no longer set individuals apart. Prepari ng our young for this future requires more than updating content. It requires rethinking how we teach, how we assess and even how we structure time and space for learning. We must be prepared for fundamental reforms in education. If technology can elevate baseline cognitive performance, then assessing students solely on the outputs they produce becomes less meaningful. The emphasis must shift. And in a world where information is abundant, the current focus on high-pressure exams built around memorisation risk misallocating our efforts. The competencies that will be valuable lies elsewhere – in discernment, collaboration, ethical judgement and the ability to navigate complexity. What, then, are the implications? Twenty-first century competencies must sit at the heart of our educational goals. We should bring the same intensity and focus to nurturing these capabilities as we have historically devoted to excelling in examinations. But I am not advocating that we all run out to purchase 10-year series for creativity or adaptability; please do not do that. But in doing so and placing the 21st century competencies at the heart of our national educational priorities, this will require significant change and teachers must be at the centre of this transformation. That is why I am encouraged that this Budget recognises the central role of education in securing our future, with MOE's total expenditure projected to increase by 8.8% year-on-year and operating expenditure rising by 6%, largely to recruit more educators. For a country whose only natural resource is human capital, this is not academic. It is consequential. Let me turn briefly to higher education. Universities exist to serve a societal purpose. And in an age of AI, serving that purpose requires more than incremental adjustments. It requires structural redesign. Not only in what universities teach, but how they teach. Not only in how they conduct research, but how that research connects to evolving societal and industry needs. It raises deeper questions. Who do universities serve? Primarily the young at the start of their careers or also adults returning mid-career to reskill and adapt? Must programmes remain anchored to a traditional four-year model following junior college or polytechnic pathways, or can the duration, pacing and credentialing become more modular and flexible? How should funding models evolve when knowledge cycles shorten and industries transform more rapidly? If universities are to remain relevant in an AI-led world, they must be prepared to rethink purpose, restructure and rethink how they deliver content not just in terms of their pedagogy. But transformation does not occur in a vacuum. Incentives shape behaviour. For universities, those incentives are heavily influenced by global rankings, many of which are operated by privately owned, commercial organisations. These metrics shape how institutions allocate resources and define success. As the Singapore Management University (SMU) President Professor Lily Kong observed in her recent IPS lecture, rankings can become powerful drivers of institutional behaviour. Universities must guard against allowing external metrics to redefine their mission. If reforms that strengthen teaching quality or societal alignment risk affecting ranking position, institutions may hesitate. To be fair, existing rankings attempt to incorporate elements of impact and engagement. But they remain heavily weighted toward research output, citation counts and reputation surveys. If we are serious about transforming higher education for an AI-led world, then we must also align the metrics that institutions pay attention to. Singapore is well placed to catalyse the development of a complementary international framework for universities governed multilaterally by academics, policy-makers, industry and civil society. Such a framework would not replace existing rankings, but rebalance incentives toward learning outcomes, meaningful societal impact and long-term capability building. If metrics shape incentives, then shaping metrics is part of our national strategy. And doing so would empower our universities to pursue necessary reforms without being constrained by narrow indicators. My second point, Deputy Speaker, is on cohesion. If capability enables adaptation, cohesion enables resilience. As work and learning become more personalised and technologically augmented, shared spaces of belonging become more important. But cohesion cannot be left to chance. We must be intentional about cultivating it. And the sport and the arts play a central role here. They are where resilience is demonstrated, imagination expressed and identity projected. They generate both social capital and economic spillovers through events and the broader creative economy. So, it is encouraging that the Ministry of Culture, Community and Youth's (MCCY's) budget has increased by 13.8% in Budget 2026, with much of this increase directed toward infrastructure development. Infrastructure matters. But it is only half of the equation. If we invest in facilities without strengthening the practitioners who animate them, we dilute the return on national investment. Ensuring that support for practitioners grows in step with capital investment is not imprudent. It is disciplined stewardship. Beyond public spending, we should also consider how to mobilise more private capital into this ecosystem. Budget 2026 grants up to 400% tax deductions on qualified AI spend for businesses to catalyse innovation. Sir, I think it is reasonable to ask whether our tax framework can offer similarly attractive incentives to more strongly encourage sustained giving to the arts and the sports. In 2024, arts organisations raised about $45 million in cash and in-kind donations, roughly 3.3% of total giving; while sports organisations raised about $16.7 million, or 1.2% of total giving. Sir, judging by the inspired speeches from Members of the House commending our athletes in our first Sitting for 2026, I think these are modest sums relative to the role these sectors play in shaping national identity and cohesion. Strengthening incentives for sustained giving to qualified Institutions of a Public Character in the arts and sports would deepen participation and reinforce the practitioner base without significantly increasing public expenditure. In uncertain times, cohesion becomes even more critical. Encouraging sustained giving is not charity. It is an investment in the vibrance and resilience of Singapore. Sir, in closing, Budget 2026 stands out for its emphasis on capability and cohesion. In my remarks, I have outlined how we can build capability – by reforming education for an AI-led world and aligning university incentives with societal needs. I have spoken about strengthening cohesion by investing in the people who front our sporting and cultural life. If we act decisively in both, we can ride the next wave rather than be overwhelmed by it. Yes, some may claim that AI is overhyped and we are in an AI-bubble. They may be right. I cannot predict the future. But the cost of being caught off-guard far exceeds the cost of being over-prepared. This Budget gives us that foundation. It now requires equal resolve, in both capability and cohesion. If we do so, this period of uncertainty can become one of renewal – not because the world has become easier to navigate, but because we have become stronger as one united people. Sir, I support this Budget."
ANN_0223,ST2795,CAUTIOUS,HIGH,,0.9,04-11-2025,Professionalising Skilled Trades,Dr Tan See Leng,2,"Professionalising skilled trades refers to transforming these occupations to adopt the recognised attributes of a profession, including structured career pathways, formal training and certifications. This would improve recognition for these trades and support individuals pursuing these careers. The Ministry of Manpower is working closely with relevant stakeholders, such as skilled trades associations, to develop new initiatives that address the needs of each skilled trade. These include developing structured career and learning pathways and apprenticeship programmes to help tradespeople deepen their skills and progress along clear progression pathways and encouraging a fair reward to tradespeople who have deepened their skills to provide high quality services. More information on these new initiatives will be announced later. We will also work with these stakeholders on the outcomes and targets for these initiatives. We are not setting wage growth targets for the professionalisation of trades for now. We will monitor wages closely to ensure they rise in line with the quality of services delivered, and will calibrate our initiatives, if necessary, in view of potential impact to business and consumer costs. At present, there are regulations in place that require the engagement of licensed tradespersons for specific tasks, such as for electrical works and complex plumbing works. The relevant sector agencies will enforce these regulations accordingly."
ANN_0126,ST1216,POSITIVE,MEDIUM,,0.7,25-09-2025,President's Speech,Mr Dennis Tan Lip Fong,8,"Mr Speaker, I would, first, like to start off by thanking my dear Hougang voters and residents for allowing me, once again, to represent them in this Parliament. In Mandarin. Mr Speaker, firstly, I would like to thank my dear residents and voters in Hougang for allowing me to represent them in Parliament again. Mr Speaker, in his address at the Opening of the 15th Parliament on 5 September 2025, President Tharman Shanmugaratnam spoke on several themes, including enhancing assurance for all Singaporeans, fostering a more compassionate ""we first"" society, and deepening solidarity, and strengthening our resilience and enhancing sustainable efforts in face of climate challenges. In my speech, I will be touching on issues relating to these themes. President Tharman spoke of a Singapore where our seniors can age with dignity, purpose and joy. He specifically mentioned that Healthier SG and Age Well SG will help seniors stay healthy in body and mind and provide more choices for independent living. In his National Day Rally in August, Prime Minister Lawrence Wong spoke of the Age Well Neighbourhoods initiative, which would allow for seniors to age in the communities that they are familiar with, and which also aim to deliver assisted living support and services to seniors where they live. Such services include community health posts, access to wellness and social activities, including new activities for both women and men. And for those requiring more assistance, there is also help with daily living activities, such as washing, eating and housekeeping. Such services are currently available in HDB's Community Care Apartments, but in limited estates. I welcome the provision of such services to our seniors who choose to remain in their own flats in the same neighbourhoods they may have lived in for a long time. Many seniors prefer to continue living in the same neighbourhoods they are familiar with for many years – the familiarity, the neighbourly friendships are important for many seniors. I do hope that the goals of the Age Well initiative are translated into tangible underground support, including especially through our Active Ageing Centres. I see that the role of our Active Ageing Centres will become even more important. Let me touch on a few areas of concern I have on this. The Prime Minister had highlighted Toa Payoh's impressive growth in Active Ageing Centres from six to 13 to ensure seniors who do not have to walk far to find a community. In Hougang, we have four Active Ageing Centres within the single member constituency. So, while our centres in Hougang and I am sure elsewhere in Singapore are very much in demand and well-appreciated by many residents who use their services, I do note that the size of the centres is often a limitation to the amount of activities they can organise. Many centres need to make use of the common spaces in the vicinity of their centres, requiring access via Town Councils or the local Residents' Networks. In light of the new Age Well initiative, I urge MOH to consider increasing resources for all Active Ageing Centres, whether resources for manpower, space or for more activities, so that every senior who wants to participate actively has all the opportunity to do so with less need to wait their turns. I hope the Government will make greater efforts to allocate a bigger space to our Active Ageing Centres at the onset, or where ground conditions may allow. In this connection, I would like to ask: how does MOH determine the number of residents assigned to each centre? Given the physical limitation of centre spaces, or even manpower shortages, perhaps, it is time to rethink the resident allocation. We may wish to consider reducing the number of residents allocated per centre. This may allow staff to improve outreach, create more meaningful connections with our seniors and enhance the quality of our seniors' time at the centres. As indicated earlier, Active Ageing Centres may often need to rely on common spaces in our community for their activities due to space constraints. I urge the Government to assist centres to make it easier to book these spaces with other agencies, as well as helping to lower, if not, absorb the costs, if any, of using these premises. Perhaps, MOH can help to coordinate with other agencies and stakeholders in this regard. I would also like to ask again what is the Government's strategy for reaching residents who are not currently participating in any community activities with the Active Ageing Centres? I have previously called on MOH to study this issue. With the new Age Well initiative. It is even more crucial for MOH to dedicate resources to this critical outreach challenge. There is now a greater imperative to keep more seniors in touch and engaged. I am keen to understand what percentage of residents the Active Ageing Centres have been unable to engage and how many refuse participation after initial engagement. Does MOH track the reasons for non-engagement and non-participation, or even those who dropped off after initial contact? I hope that MOH will study these issues. While some seniors may have their own active social networks, better outreach will only help to serve more seniors and better enable the new Age Well initiative and the Healthier SG to achieve their stated goals. Mr Speaker, President Tharman spoke of cushioning burdens and pressures of cost and daily living and ensuring that every citizen has access to life's essentials. I have previously called for removing Annual Value as a means testing criterion for residents with zero household income. This is also in our WP manifesto, and indeed, MPs across the aisle have raised this issue in the previous Parliament. While healthcare subsidies were recently expanded, an Annual Value of over $21,000 still denies crucial medical subsidies to some of those without income, so I am reiterating this call today. The Annual Value is an unjust metric, often outside a homeowner's control. A person's eligibility should be based on transparent person-oriented criteria, not property valuation. We should delink healthcare affordability from property values. Let us use a more accurate person-centric measures to ensure our social safety net is truly strong and fair, especially for our seniors. Mr Speaker, President Tharman had also spoken of building a society where no one is left behind. He stressed that by strengthening assurance and keeping opportunities open, we can build a more resilient and confident society, even in an uncertain world. He also spoke of nurturing a ""we first"" society, one that is more open and engaged, where citizens are empowered to take initiative and lead ground-up programmes. This is about building a society with deepened solidarity. These aspirations must surely go beyond economic metrics. They should allow Singaporeans to pursue their passions and to build a society that is not only prosperous but also rich in culture and spirit. Former US President John F Kennedy once said, and I quote, ""The life of the arts, far from being an interruption, a distraction in the life of a nation, is very close to the centre of a nation's purpose... and is a test of the quality of a nation's civilisation"". This aptly reminds us that while policies have a role to play, it is through art, culture and shared experiences that the people's values are truly shaped. It is paramount that there are spaces for artists to thrive and for our collective spirit to flourish. The recent closure of The Projector in August this year, due to immense pressures of rising costs and changing consumer habits, is a stark and painful reminder of the challenges facing some of our creative communities. It was more than just a cinema; it was a sanctuary for independent artistic expression and a beacon for communities that struggled to find their place. This is not an isolated tragedy. It follows the permanent closure of The Substation, our first independent art centre. Among the reasons for The Substation's closure was the changes in the way they were allowed to use the premise, which meant they could no longer operate in the same manner as before. We also witnessed the displacement of The Necessary Stage, a pillar of our theatre scene from a 17-year-old home, due to redevelopment. These events are not just individual losses. They point to a deeper structural issue where our independent art spaces, the very heart of a ground up culture, lack the long-term stability to survive the combined forces of economic pressure, urban redevelopment and perhaps, less supportive policies. The impact on our artists and our national soul is indelible, and with every closure of such a space, our country becomes culturally poorer. To truly become a world-class arts hub, we must ensure that our own independent and creative voices are not left behind. A vibrant culture must be nurtured from the ground up, grounded in the authenticity, diversity and the originality of our local artists and the spaces that cultivate them. On the occasion of our nation's 60th birthday this year, we must reflect on the society that we are and the society that we hope to become. Are we content to be a society where homegrown initiatives are almost inevitably replaced by those bigger and better resource? In his National Day Rally speech, the Prime Minister spoke of the importance of the Singapore Spirit. This spirit is, of course, more than just economic progress; it must be tempered with a Singaporean soul and I submit that independent public spaces where artists can develop their craft, communities can be nurtured, and hearts and minds can be expanded, can go some way to contribute to this Singaporean soul. It is my hope that we can reimagine the role of the arts in Singapore, not as an indulgence, but as a pillar of who we are. This means a possible two-pronged approach. First, by creating policies that offer long-term stability for independent art spaces and increasing governmental support where it is most needed for these groups. Second, and crucially, we must foster a collective mindset that sees the arts as essential to our national fabric. Together, through more supportive policies and everyday choices, we can ensure the local artists and independent spaces thrive. By doing so, we lend our hand to the ground up initiatives of our arts community and, in turn, we can strengthen our society and deepen the solidarity that defines us. Mr Speaker, I next speak on climate action and accountability. President Tharman brightly spoke of climate change as an existential threat. Mr Speaker, on 10 February 2025, Singapore submitted its 2035 Nationally Determined Contribution (NDC), which was to reduce emissions to 45-50 million tonnes carbon dioxide equivalent (MtCO2e) by 2035. This represents finally a downward emissions trajectory towards the path to achieving net-zero emissions by 2050, as previously announced in 2022. These climate change targets are important to signal Singapore's commitment to the United Nation (UN) Framework Convention on Climate Change and its Paris Agreement. To put into effect these climate targets, Singapore has passed several laws to address climate change, including the Carbon Pricing Act, which puts in place a carbon tax. There are several pathways for Singapore to achieve net-zero, but not all of these are entirely clear at the moment, given global uncertainties and rollbacks in climate efforts. In addition to decarbonisation, Singapore is already importing electricity from neighbouring countries and is exploring purchasing carbon credits, carbon captured, utilisation and storage solutions, and even thinking of building small and medium sized nuclear plants to meet our needs. Knowing more details on these pathways will help inspire trust among the Singaporeans in these options. The WP has consistently asked for clarity on the carbon tax allowances provided to emissions-intensive and trade-exposed sectors in this House, and how these transitory allowances may impact Singapore's ability to achieve its 2030 and 2025 NDCs. The question that remains in is whether these laws and measures will be sufficient in its contribution in an era of global boiling, a term coined by former UN Secretary General in July 2023. Following a recent 10-day visit by the UN Special Rapporteur on human rights to a clean, healthy and sustainable environment, Ms Astrid Puentes Riaño, in May 2025, it was reported and there was, I quote her, ""significant space for improvement"" for Singapore to reduce emissions and protect nature. Notably, Ms Puentes Riaño pointed out the lack of clarity on when environmental impact assessments are done, when they are published, and what is published, and urged the Singapore Government to be more inclusive in engaging the public on environmental matters. The transitory allowance framework provides allowances to ease the financial burden of the carbon tax. However, there is a lack of publicly available information on its implementation and success. With greater details, it will be less difficult for Singaporeans to assess whether these allowances are effective in incentivising companies to decarbonise, and to understand how does the Government ensure that businesses do not use carbon offsets to avoid the more challenging and expensive work of transitioning their operations to be more efficient and less carbon intensive. In this regard, I think Deputy Prime Minister Gan Kim Yong for his reply to my PQ yesterday where he said that the Government will review the provision of the transitory allowances for companies in Emissions-Intensive and Trade-Exposed sectors and adjust them based on how companies have delivered on their decarbonisation plans, taking into consideration international developments and advancements in the carbonisation technologies. I still hope that the Ministry can in due course provide more details on the Transitory Allowance Framework, including its performance metrics and a clear evaluation of its success in driving decarbonisation. I would also like to know whether the Government has an existing verification and accreditation framework in place to assess if all companies eligible for carbon tax allowances have met their criteria? If so, can the Government share more information on this in this House? Finally, if our climate strategy relies on technologies which are still developing, such as carbon capture, utilisation and storage, we must expect these technologies must scale up as quickly and affordably as hoped, so that Singapore may not fall short of the goals. Ultimately, the urgency of the global climate crisis may demand that we prioritise proven, impactful measures. Can the Government share more on its efforts to overcome challenges arising from the quality and integrity of carbon credits to date, including the limited supply of eligible, high-quality carbon credits that meet Singapore's stringent criteria and also the effectiveness of our current carbon-offsetting programme? Are these offsets genuinely leading to a reduction in global emissions? We must continue to ensure that our commitment to tackling climate change is reflected in a decisive and transparent plan of action that meets the urgency of this crisis. Mr Speaker, the points I have made today on Active Ageing Centres, means-testing for healthcare, the arts and our efforts to fight climate change, all point to the goal of building a more resilient and compassionate society. We must embrace policies that are transparent, fair and grounded in community. This means providing practical, on-the-ground support for our seniors; ensuring our social safety nets are both just and effective; and fostering a vibrant arts community that strengthens our national soul. It is only by addressing these diverse challenges with unity and a renewed sense of purpose that we can build the caring and confident Singapore we all aspire to be. Mr Speaker, I support the Motion."
ANN_0332,ST3715,NEUTRAL,HIGH,,0.9,06-11-2025,SingLit Books Available for Purchase with SG Culture Pass Credits,Mr Abdul Muhaimin Abdul Malik,1,"asked the Acting Minister for Culture, Community and Youth (a) whether the list of SingLit books that can be purchased using SG Culture Pass credits will be made available; (b) how does the Ministry define a SingLit book; (c) whether the definition is based on the author’s nationality; and (d) whether the book must also be published in Singapore."
ANN_0158,ST4273,POSITIVE,HIGH,,0.9,13-01-2026,Reasons for Sharp Decline in Dengue Cases Reported in 2025,Ms Goh Hanyan,2,"Sir, 4,036 dengue cases were reported in 2025, which was the lowest number since 2018. An absence of major local outbreaks locally, the global decline in dengue cases in 2025 and concerted efforts by all stakeholders and residents in Singapore to control the mosquito population, collectively contributed to the decrease. The National Environment Agency's (NEA's) holistic dengue control strategy, which combines Project Wolbachia, vector control operations and actions by all to keep premises free of mosquito breeding, continue to help keep dengue incidence low. By March 2026, Project Wolbachia will be expanded to cover 740,000 households, up from 580,000 households in April 2025. By end-2026, Project Wolbachia will be released to cover 800,000 households or 50% of all households in Singapore, covering the majority of areas at risk of large dengue outbreaks. NEA will continue to monitor the progress of Project Wolbachia and adjust its deployment strategy. Reducing dengue risks in our community requires the cooperation and support of residents. We seek residents' understanding that more mosquitoes may be seen during the release periods of male Wolbachia-carrying mosquitoes, but these mosquitoes are necessary to help suppress the Aedes Aegypti population and do not bite or transmit disease."
ANN_0289,ST7096,NEUTRAL,HIGH,,0.9,02-03-2026,Data on Financial Stress-related Mental Health Concerns Among Social Assistance Recipients in Past Three Years and Comprehensive Approach to Address Issues,Mr David Hoe,1,"asked the Minister for Social and Family Development (a) whether has been an increase in proportions of citizens presenting with financial stress-related mental health concerns when seeking social assistance administered by the Ministry in the past three years; and (b) if so, what interventions are being developed to address the intersection of economic hardship and psychological well-being."
